Today's date is: 7/8/2016	The time is: 22:45



Applesauce Original	Mott's  |  24 oz	 $2.19 
Apple Cider Vinegar	Krasdale  |  32 fl oz	 $1.09 
Apple Cider Vinegar	Lieber's  |  16 fl oz	 $1.75 
Apple Cider Vinegar	Heinz  |  16 fl oz	 $1.49 
Organic Apple Cider Vinegar Raw Unfiltered	Bragg  |  32 fl oz	 $5.99 
Vinegar Apple Cider	Glicks  |  16 fl oz	 $1.79 
Brown Mustard with Apple Cider Vinegar	Eden  |  9 oz	 $2.69 
Organic Apple Cider Vinegar	Eden Organic  |  16 fl oz	 $3.99 
Apple Juice	Krasdale  |  64 fl oz	 $2.19 
100% Apple Juice	Lieber's  |  64 fl oz	 $2.99 
Apple Juice	Lieber's  |  64 fl oz	 $2.29 
Apple Juice	Apple & Eve  |  48 fl oz	 $2.69 
Apple Juice	Nature's Own  |  64 fl oz	 $2.29 
Apple Juice	Unger's  |  64 fl oz	 $2.99 
Apple Juice	Apple & Eve  |  48 fl oz	 $3.39 
Apple Juice	Shwartz  |  64 fl oz	 $2.19 
Apple Juice Sugar Free	Apple & Eve  |  64 fl oz	 $3.19 
Baking Soda	Lieber's  |  14 oz	 $1.59 
Pure Baking Soda	Arm & Hammer  |  12 oz	 $1.29 
Pure Baking Soda	Arm & Hammer  |  1 lb	 $0.89 
Fridge-n-freezer Baking Soda	Arm & Hammer  |  14 oz	 $0.89 
Baking Soda Cleanser	Soft Scrub  |  24 oz	 $3.59 
Fluoride Baking Soda Toothpaste	Orbitol  |  5.1 oz	 $3.49 
Sensitive Teeth Toothpaste	Adwe  |  6 oz	 $4.99 
Whitening Toothpaste Baking Soda & Peroxide	Colgate  |  8 oz	 $2.79 
Baking Soda & Peroxide Whitening With Tartar Protection Toothpaste Fresh Mint	Crest  |  6.4 oz	 $3.29 
Microwave Popcorn Butter Flavor	Golden Fluff  |  9 oz	 $1.99 
Microwave Popcorn	Golden Fluff  |  4 oz	 $1.99 
Microwave Popcorn Kettle Corn	Golden Fluff  |  9 oz	 $1.99 
Yellow Popcorn	Jack Rabbit  |  16 oz	 $0.79 
Yellow Popcorn Seeds	  2 lb	 $2.69 
Microwave Popcorn Natural Flavored	Oneg  |  3 Item	 $1.99 
Skinnypop Popcorn	Skinny Pop  |  4 oz	 $3.59 
Candy Popcorn Strawberry	Best Select  |  10 oz	 $5.99 
Kettle Cooked Popcorn Regular	Sunrise Snacks  |  1 oz	 $0.39 
Naval Pastrami	Alle  |  3 lb	 $14.49 / Lb 
Beef Pepperoni	Aaron's 	 $32.99 
Roast Beef	 	 $20.99 / Lb 
Smoked Turkey	 	 $13.99 / Lb 
Beef Salami	 	 $8.99 / Lb 
Corned Beef	 	 $22.99 / Lb 
Turkey Pastrami	 	 $10.99 / Lb 
Beef Bologna	 	 $8.99 / Lb 
Turkey Breast	 	 $13.99 / Lb 
Smoked Turkey	 	 $13.99 / Lb 
Turkey Pastrami	 	 $10.99 / Lb 
Turkey Breast	 	 $13.99 / Lb 
White Turkey Roll	 	 $10.99 / Lb 
Naval Pastrami	Alle  |  3 lb	 $14.49 / Lb 
Beef Pepperoni	Aaron's 	 $32.99 
Roast Beef	 	 $20.99 / Lb 
Beef Salami	 	 $8.99 / Lb 
Corned Beef	 	 $22.99 / Lb 
Almond Milk Original Unsweetened	Silk  |  63.9 fl oz	 $3.89 
Almond Milk Vanilla Unsweetened	Silk  |  63.9 fl oz	 $3.89 
Supreme Vanilla Almond Milk	Lieber's  |  32 fl oz	 $2.69 
Almond Almondmilk Vanilla	Silk  |  63.9 fl oz	 $3.89 
Original Supreme Almond Milk	Lieber's  |  32 fl oz	 $3.89 
Almond Original Almondmilk	Silk  |  33.8 fl oz	 $3.89 
Supreme Vanilla Almond Milk	Lieber's  |  32 fl oz	 $3.89 
Almond Almondmilk Dark Chocolate	Silk  |  64 fl oz	 $3.89 
Milk Chocolate Almonds	Alprose  |  3.5 oz	 $2.49 
Fuji Apples	 	 $1.29 / Lb 
Gala Apples	 	 $1.59 / Lb 
Cortland Apples	 	 $1.19 / Lb 
Quince Apples	 	 $2.69 
Gala Apples	  0.4 lb	 $2.99 / Lb 
Case Macintosh Apple	 	 $0.99 / Lb 
Golden Delicious Apples Fancy	  0.5 lb	 $1.29 / Lb 
Empire Apples	  0.5 lb	 $1.19 / Lb 
Granny Smith Apples	  0.5 lb	 $1.29 / Lb 
Artichokes	 	 $0.99 
Quartered Marinated Artichoke Hearts	Season  |  6 oz	 $2.09 
Asparagus	  1 lb	 $4.99 / Lb 
Artichoke Hearts Marinated	Season  |  12 oz	 $3.79 
White Asparagus Peeled Spears	Roland  |  11.6 oz	 $3.69 
Asparagus Cuts & Tips	Del Monte  |  10.5 oz	 $1.99 
Artichoke Hearts	Birds Eye  |  9 oz	 $4.39 
Artichoke Bottoms	Shams  |  14 oz	 $3.25 
Artichoke Bottoms	Galil  |  16 oz	 $3.49 
Baby Spinach & Arugula	  5 oz	 $3.99 
Baby Arugula	Postiv  |  5 oz	 $4.49 
Baby Arugula	Organicgirl  |  5 oz	 $3.99 
Organic Baby Arugula	Earthbound Farm  |  5 oz	 $3.99 
Baby Spinach & Arugula	Earthbound Farm  |  5 oz	 $4.99 
Asparagus	  1 lb	 $4.99 / Lb 
Artichokes	 	 $0.99 
White Asparagus Peeled Spears	Roland  |  11.6 oz	 $3.69 
Asparagus Cuts & Tips	Del Monte  |  10.5 oz	 $1.99 
Quartered Marinated Artichoke Hearts	Season  |  6 oz	 $2.09 
Artichoke Hearts Marinated	Season  |  12 oz	 $3.79 
Asparagus Stir Fry	Bodek  |  16 oz	 $4.59 
Hass Avocado	 	 $2.29 
Florida Avocado	 	 $3.49 
Avocado Salad	Golden Taste  |  7.5 oz	 $3.99 
Extra Virgin Avocado Oil	Oxygen  |  8.5 fl oz	 $8.49 
Avocado Oil	  8.5 fl oz	 $8.49 
Guacamole Classic	Sabra  |  8 oz	$2.49 $3.29 
Guacamole Authentic Recipe	Calavo  |  12 oz	 $4.49 
Guacamole Pico De Gallo Recipe	Calavo  |  12 oz	 $4.49 
' Plain Bagels - 6 Pk	Thomas'  |  20 oz	 $4.69 
' Everything Bagel - 6 Ct	Thomas'  |  20 oz	 $4.69 
Original Pre-sliced Bagels Plain - 6 Ct	Lender's  |  12 oz	 $2.39 
Baby Bagels	Yossi's  |  13 oz	 $3.79 
Bagel Sticks	 	 $1.19 
Plain Bagels Jumbo 5 Ct	Yossi's Pita  |  14.2 oz	 $2.99 
Vegetable Pizza Bagels	Macabee  |  12.5 oz	 $3.99 
Case Bananas	 	 $21.99 
Banana Bunch	  2.3 lb	 $0.99 / Lb 
Baby Bananas	  0.1 lb	 $1.49 / Lb 
Banana Bunch	  2.3 lb	 $0.59 / Lb 
100% Fruit Juice Smoothie Strawberry Banana	Bolthouse Farms  |  52 fl oz	 $5.99 
Gogo Squeez Applesauce On The Go Apple Banana - 4 Ct	Materne  |  3.2 oz	 $2.89 
Candy Planet Banana	Shneider's  |  5.3 oz	 $2.89 
Natural Dried Pineapple Banana	Klein's Naturals  |  7 oz	 $5.49 
Bbq Sauce Regular	Sara's  |  12 fl oz	 $4.39 
Barbecue Sauce Honey Smokehouse	Jack Daniel's  |  28 oz	$2.99 $3.39 
Barbecue Sauce	Wellbee's  |  12 oz	 $6.69 
Barbeque Sauce	Gold's  |  18 oz	 $2.29 
Kc Masterpiece Barbecue Sauce Hot 'N Spicy	Kc Masterpiece  |  18 oz	 $1.99 
Thick 'n Spicy Barbecue Sauce Original	Kraft  |  18 oz	 $2.09 
Barbecue Sauce Spicy Original	Jack Daniel's  |  19 oz	 $2.45 
Loose Beets	  0.5 lb	 $0.99 / Lb 
Beets Bunch	 	 $0.99 
Organic Red Beets Whole Peeled Cooked	Gefen  |  17.6 oz	$1.99 $3.99 
Beets Sliced	Unger's  |  15 oz	 $0.99 
Whole Beets	Haddar  |  15 oz	 $1.09 
Whole Beets	Unger's  |  15 oz	 $1.09 
Beets and Horseradish	Shefa  |  15 oz	 $3.59 
Horseradish & Beets	Gold's  |  8 oz	 $1.99 
Raspberries	Well-Pict Berries  |  6 oz	$2.99 $3.99 
Blackberries	 	 $2.99 
Strawberries	 	 $2.99 
Strawberries	  16 oz	$3.99 $4.99 
Blueberries	 	 $5.99 
Blueberries	  6 oz	 $3.49 
Organic Blackberries	Pure Fresh  |  6 oz	 $1.99 
Black Beans	Jack Rabbit  |  16 oz	 $1.29 
Black Beans	Lieber's  |  15.5 oz	 $1.29 
Refried Black Beans Lightly Salted	Eden Organic  |  16 oz	 $2.59 
Black Beans Refried Spicy	Eden Organic  |  16 oz	 $2.99 
Black Soy Beans	Eden Organic  |  15 oz	 $2.39 
Black Eye Beans	Clic  |  15 oz	 $1.39 
Mexican Rice & Beans	Eden Organic  |  15 oz	 $2.59 
Black Bean Burgers	Dr. Praeger's  |  10 oz	 $4.29 
Mexican Rice & Beans	Eden Organic  |  15 oz	 $2.59 
Black Beans	Jack Rabbit  |  16 oz	 $1.29 
Black Beans	Lieber's  |  15.5 oz	 $1.29 
Refried Black Beans Lightly Salted	Eden Organic  |  16 oz	 $2.59 
Black Beans Refried Spicy	Eden Organic  |  16 oz	 $2.99 
Morrocan Rice & Beans	Eden Organic  |  15 oz	 $2.59 
Curried Rice & Beans	Eden Organic  |  15 oz	 $2.49 
Black Olives	Gefen  |  19 oz	 $2.69 
Natural Black Olives	Galil  |  19 oz	 $2.99 
Black Olives Pitted	Galil  |  10 oz	 $2.99 
California Ripe Pitted Black Olives Medium	Lindsay  |  5 oz	 $2.09 
Pitted Black Olives Manzanillo	Kvuzat Yavne  |  19 oz	 $3.49 
Sliced Black Manzanillo Olives	Kvuzat Yavne  |  19 oz	 $3.09 
Black Sliced Olive	Bnei Darom  |  19 oz	 $2.69 
Sliced Black Olives	Gefen  |  19 oz	 $2.69 
Freshly Ground Gourmet Black Pepper	Prima  |  13 oz	 $11.49 
Whole Black Pepper	Gefen  |  3.5 oz	 $4.39 
Black Pepper	Gefen  |  3 oz	 $2.49 
Lemon Pepper	Pereg  |  4.2 oz	 $3.79 
Mrs. Dash Salt-free Seasoning Blend Lemon Pepper	Mrs Dash  |  2.5 oz	 $2.99 
Black Pepper	Prima  |  2.5 oz	 $3.79 
Lemon Pepper Seasoning	Prima  |  3 oz	 $3.29 
Classic Tea Bags	Wissotzky 	 $2.95 
Blueberry Black Iced Tea 12 Tea Bags	  3.4 oz	 $4.99 
Classic Black Tea Bags - 48 Ct	Tetley  |  3 oz	 $2.79 
Black Tea Chai Spice Tea Bags - 20 Ct	Stash  |  1.3 oz	 $2.69 
Classic Black Tea - 100 Ct	Tetley  |  8 oz	$2.99 $3.99 
Tea Bags - 20 Ct	Lipton  |  1.3 oz	 $1.75 
Tea Bags Decaffeinated	Lieber's  |  3.2 oz	 $3.59 
Tea Bags 48 Ct	Lieber's  |  3 oz	 $1.69 
Rice Brown Rice Whole Grain	Carolina  |  32 oz	 $2.59 
Brown Rice Basmati	Pereg  |  16 oz	 $3.49 
California Brown Basmati Rice	Lundberg  |  32 oz	 $4.29 
Brown Rice Whole Grain	Carolina  |  48 oz	 $3.99 
Brown Rice Whole Grain	Carolina  |  16 oz	 $1.35 
Riceselect Texmati Brown Rice	Rice Select  |  32 oz	 $5.69 
Brown Rice Pilaf Whole Grain Blends	Near East  |  6.3 oz	 $1.79 
Pure Cane Dark Brown Sugar	Domino  |  16 oz	 $1.15 
Turbinado Cane Sugar	Sugar In The Raw  |  32 oz	 $3.79 
Sugar Pourable Light Brown	Domino  |  10 oz	 $2.09 
Pure Cane Light Brown Sugar	Domino  |  1 lb	 $1.15 
Demerara Washed Raw Cane Sugar	Domino  |  24 oz	 $2.69 
Organic Dark Brown Suger	Wholesome  |  24 oz	 $5.29 
! Organic Light Brown Sugar	Wholesome  |  24 oz	 $5.29 
Brown Sugar Blend Sweetener	Splenda  |  16 oz	 $4.99 
Gef Cake Mix Brownie Fudge	 	 $3.39 
Chocolate Brownie Mix	Manischewitz  |  12 oz	 $5.49 
Decadent Brownie Mix Double Fudge	Duncan Hines  |  17.6 oz	 $2.75 
California Walnut Brownie Mix	Duncan Hines  |  17.6 oz	 $2.75 
Extra Thick & Fudgy Brownie Mix Chewy Fudge Family Size	Duncan Hines  |  18.3 oz	 $2.19 
Extra Thick & Fudgy Brownie Mix Dark Chocolate Family Size	Duncan Hines  |  18.2 oz	$1.59 $2.19 
Extra Thick & Fudgy Brownie Mix Milk Chocolate Family Size	Duncan Hines  |  18 oz	 $2.29 
Gef Cake Mix Yellow	 	 $3.39 
Yehuda Cake Mix Vanilla	 	 $7.49 
Cake Mix Honey	Manischewitz  |  12 oz	 $5.49 
Gef Cake Mix Choc	 	 $3.39 
Chocolate Cake Mix	Lieber's  |  14 oz	 $3.49 
Fudge Marble Cake Mix	Lieber's  |  14 oz	 $3.49 
Signature Cake Mix Confetti Cake	Duncan Hines  |  16.5 oz	 $2.79 
Cake Mix Signature Blue Velvet	Duncan Hines  |  16.5 oz	 $2.79 
Whole Sweet Kernal Corn	Unger's  |  15.3 oz	 $0.99 
Stir Fry Cut Baby Corn	Asian Harvest  |  15 oz	 $1.29 
Niblets Sweet Corn	Green Giant  |  11 oz	 $1.75 
Sweet Baby Corn Nuggets	Mishpacha  |  15 oz	 $1.49 
Golden Whole Kernel Corn	Gefen  |  12 oz	 $1.19 
Sweet Baby Corn Nuggets	Gefen  |  15 fl oz	 $1.79 
Whole Sweet Baby Corn	Mishpacha  |  15 oz	 $1.45 
Pineapple Chunk	Lieber's  |  20 oz	 $1.79 
Pineapple Tidbits	Haddar  |  20 oz	 $1.79 
Pineapple Tidbits	Gefen  |  20 oz	 $1.89 
Pineapple Slices	Gefen  |  20 oz	 $1.89 
Pineapple Slices	Gefen  |  20 oz	 $1.45 
Tidbits Pineapple	Lieber's  |  20 oz	 $1.79 
Pineapple Chunks	Unger's  |  20 oz	 $1.79 
Pineaple Crushed	Gefen  |  20 oz	 $1.89 
Canned Tuna Spicy Chili	Gefen  |  6 oz	 $1.89 
Canned Chunk Light Tuna	Gefen  |  0.2 oz	 $1.65 
Israeli Style Tuna Salad	Dagim  |  6 oz	 $1.99 
Light Tuna in Water	Season  |  3 oz	 $2.29 
Tuna Fish In Oil	Dagim  |  6 oz	 $2.09 
Tuna Smoked	Dagim  |  4.2 oz	 $3.89 
Tuna Spread	Crown Deluxe  |  5.6 oz	 $2.19 
Mushrooms Stems & Pieces	Haddar  |  4 oz	 $0.99 
Mushrooms	Unger's  |  4 oz	 $0.79 
Mushrooms Sliced	Haddar  |  13.3 oz	 $2.79 
Mushrooms	Gefen  |  7 oz	 $1.29 
Mushroom Whole	Haddar  |  8 oz	 $2.79 
Mushrooms	Haddar  |  16 oz	 $3.09 
Mushrooms	Unger's  |  8 oz	 $1.19 
Hearts of Palm Jar	Gefen  |  0.5 oz	 $4.59 
Canola Oil	Goodies  |  96 fl oz	 $5.79 
Canola Oil	  64 fl oz	 $6.49 
Canola Oil	Gefen  |  56 fl oz	 $4.49 
Pure & 100% Natural Canola Oil	Wesson  |  1 gal	$8.99 $11.99 
High Heat Canola Oil	Spectrum  |  32 oz	 $8.49 
Cooking Spray Canola Oil	Mishpacha  |  6 oz	 $2.79 
Canola Oil	Nut-Ola  |  96 fl oz	 $7.99 
Carrots	 	 $1.49 
Carrots Loose	  0.5 lb	 $0.79 / Lb 
Bag of Carrots	  5 lb	 $3.69 
Carrots	A&J Produce Corp.  |  16 oz	 $0.79 
Bag of Carrots	  1 lb	 $0.89 
Organic Baby Carrots	Grimmway Farms  |  16 oz	 $1.69 
Shredded Carrots	Dole  |  10 oz	 $2.89 
Fresh Organic Carrots	Bunny-Luv  |  2 lb	 $2.49 
Cashew Original Cashewmilk	Silk  |  0.5 gal	 $4.49 
Cashews	Sungood  |  7 oz	 $4.79 
Dairy Free Cashew Milk Unsweetened	So Delicious  |  32 fl oz	 $3.19 
Dairy Free Cashew Milk Beverage Unsweetened Vanilla	So Delicious  |  32 fl oz	 $3.19 
Amond Coconut Blend Original	  64 fl oz	 $3.89 
Lemonade	Califia Farms  |  48 fl oz	 $3.79 
Lemon Limeade	Califia Farms  |  48 fl oz	 $3.79 
Maraschino Cherries	Haddar  |  12.6 fl oz	 $3.79 
Pitted Sour Cherries	Gefen  |  24 oz	 $4.39 
Sour Cherry Compote	Galil  |  24 oz	 $3.19 
Frosted Cheerios	General Mills  |  12 oz	 $4.49 
Maraschino Cherries	Haddar  |  12.6 oz	 $3.79 
Maraschino Cherries	Unger's  |  6 oz	 $2.49 
Multi Grain Cheerios Cereal	General Mills  |  12 oz	 $4.59 
Chocolate Cheerios	General Mills  |  11.3 oz	 $4.49 
Cheek Meat	  0.9 lb	 $18.99 
Maraschino Cherries	Haddar  |  12.6 fl oz	 $3.79 
Sour Cherries	Adro  |  24 oz	 $4.49 
Sour Cherry Compote	Galil  |  24 oz	 $3.19 
Sweet Pitted Cherries	Glicks  |  0.5 oz	 $3.59 
Pitted Sour Cherries	Gefen  |  24 oz	 $4.39 
Maraschino Cherries	Haddar  |  12.6 oz	 $3.79 
Maraschino Cherries	Unger's  |  6 oz	 $2.49 
Sour Cherries Pitted in Water	Unger's  |  15 oz	 $2.29 
Chicken Tops	Birdsboro  |  3.5 lb	 $3.69 / Lb 
Chicken Breast No Wing / Neck	Kiryat Yoel  |  2.5 lb	 $3.69 / Lb 
Breaded Chicken Breast Chunks	Empire  |  16 oz	 $9.99 
Chicken Breast Tenders	Of Tov  |  16 oz	 $9.99 
Sesame Chicken Breast Tenders	Of Tov  |  16 oz	 $9.99 
Dark Chicken Capons	Birdsboro  |  3 lb	 $6.99 / Lb 
Chicken Breast Cutlets	Marvid  |  1 lb	 $7.49 / Lb 
Chicken Broth	Manischewitz  |  14 oz	 $1.59 
Chicken Broth	Manischewitz  |  32 fl oz	 $2.59 
Condensed Chicken Broth	Manischewitz  |  10.5 oz	 $1.79 
Classic Wholesome Chicken Broth	Tabatchnick  |  32 fl oz	$1.99 $2.19 
Chicken Broth	Manischewitz  |  32 fl oz	 $2.39 
Organic Broth Vegetarian No-chicken	Imagine  |  32 fl oz	 $3.39 
Chicken Broth Reduced Sodium	Manischewitz  |  14 oz	 $1.59 
Kosher Fat Free Chicken Broth Soup	Imagine  |  32 fl oz	 $4.29 
Chicken Noodle Soup	Manischewitz  |  14.5 oz	 $1.99 
Chicken Noodle Soup	Manischewitz  |  14 oz	 $2.59 
Chicken Flavored Noodle Soup	Osem  |  1 oz	 $1.69 
Instant Noodle Soup Chicken	Gefen  |  2.3 oz	 $1.09 
Instant Noodle Soup Chicken Flavor	Tradition  |  2.3 oz	 $0.99 
Chicken Flavor Noodle Soup	Tradition  |  2.3 oz	 $0.99 
Instant Noodle Soup - Chicken Flavor	Tradition  |  4.1 oz	 $2.49 
Garbanzo Beans Chick Peas	Imperial Delights  |  14 oz	 $0.89 
Garbanzo Beans	Eden Organic  |  15 oz	 $2.49 
Organic Chickpeas (Garbanzos)	Arrowhead Mills  |  16 oz	 $4.39 
Chickpea Jumbo Garbanzo	Pereg  |  16 oz	 $2.59 
Lima Beans	Golden Taste  |  9 oz	 $2.19 
Chickpeas & Lima Mix	Golden Taste  |  9 oz	 $2.39 
Chick Peas	Shloimy's Heimishe  |  4.5 oz	 $1.19 
Chic Peas	Shloimy's Heimishe  |  9 oz	 $1.99 
Chocolate Chip	Muzon  |  9 oz	 $2.99 
Chocolate Chips	Lieber's  |  9 oz	 $1.99 
Chocolate Chips	Lieber's  |  9 oz	 $2.49 
Chocolate Chips	Bakers Choice  |  9 oz	 $3.99 
Chocolate Chips	King David  |  8.8 oz	 $2.99 
Chocolate Chips	King David  |  8.8 oz	 $2.69 
Chocolate Chips	Bakers Choice  |  11 oz	 $2.79 
Chocolate Syrup	Kemach  |  24 oz	 $2.75 
Chocolate Syrup	Bloom's  |  22 oz	 $2.19 
Chocolate Syrup	Unger's  |  22 oz	 $3.29 
Chocolate Syrup	Haddar  |  22 oz	 $3.19 
Lieb Choc Syrup	 	 $3.49 
Chocolate Syrup	Glicks  |  22 oz	 $2.29 
Chocolate Syrup	Haddar  |  18 oz	 $2.99 
Chocolate Syrup Calorie Free	Walden Farms  |  12 fl oz	 $3.49 
Coconut Flakes	Gold Nut  |  5 oz	 $1.69 
Coconut Flakes	Paskesz  |  5 oz	 $1.99 
Angel Flake Sweetened Coconut	Baker's  |  7 oz	 $1.99 
Parsley Flakes	Prima  |  0.3 oz	 $2.29 
Corn Flake Flavored Crumbs	Mishpacha  |  12 oz	 $2.99 
Corn Flake Crumbs	Taanug  |  12 oz	 $1.99 
Plain Corn Flake Crumbs	Mishpacha  |  12 oz	 $2.99 
Coconut Oil 100% Extra Virgin	General Nature  |  16 fl oz	 $14.49 
Coconut Oil Organic	Spectrum  |  14 fl oz	 $7.99 
Extra Virgin Coconut Oil Shortening	Grain Brain  |  20 oz	 $13.99 
Coconut Oil and Shortening	Grain Brain  |  28 oz	 $12.99 
Extra Virgin Coconut Oil & Shortening	Grain Brain  |  20 oz	 $15.49 
No-stick Cooking Spray Simply Coconut Oil	PAM  |  5 oz	 $4.29 
Coconut Spray Oil	Spectrum  |  6 oz	 $6.49 
Original Coconut Drink	Coconut Dream  |  32 fl oz	 $2.99 
Coffee Beans	Shevach's  |  0.2 oz	 $5.59 
Coffee Beans	Le Chocolate  |  6 oz	 $5.59 
Moses Dark Roast Coffee	The Chosen Bean  |  12 oz	 $12.99 
International Latte Vanilla Bean	Maxwell House  |  8 oz	 $3.79 
Coffee Filters	Mr. Coffee  |  50 ct	 $0.89 
Lima Beans	Golden Taste  |  9 oz	 $2.19 
Cannellini Beans White Kidney Beans	Imperial  |  14 oz	 $0.89 
Coffee Creamer	Lieber's  |  12 oz	 $3.99 
Concentrated Coffee Creamer Extra Sweet & Creamy	Nestle  |  3 fl oz	 $3.69 
Coffee Creamer Hazelnut Calorie Free	Walden Farms  |  12 fl oz	 $3.49 
Nestle  Coffee Creamer Vanilla Caramel	Nestle  |  32 fl oz	 $4.49 
Nestle  The Original Coffee Creamer	Nestle 	 $3.49 
Lactose Free French Vanilla Coffee Creamer	Haddar  |  10 oz	 $4.29 
Coffee Creamer Original Calorie Free	Walden Farms  |  12 fl oz	 $3.49 
Coffee Creamer Extra Extra	Dunkin' Donuts  |  32 fl oz	 $3.99 
Coke	Coca Cola  |  50.7 fl oz	 $3.69 
Diet Coke	Coca Cola  |  42.3 fl oz	 $1.19 
Coke Diet 2 L	Coca Cola  |  67.6 fl oz	$0.99 $1.79 
Cherry Coke	Coca Cola  |  20 fl oz	 $1.89 
Zero Coke	Coca Cola  |  20 fl oz	 $1.89 
Coke Diet - 8 Ct	Coca Cola  |  12 fl oz	 $5.79 
Diet Coke Caffeine Free	Coca Cola  |  20 fl oz	 $1.89 
Carnation Sweetened Condensed Milk	Nestle  |  14 oz	 $2.79 
Sweetened Milk Cream	Bakers Choice  |  10.5 oz	 $4.69 
Condensed Chicken Broth	Manischewitz  |  10.5 oz	 $1.79 
Condensed Mushroom Soup	Rokeach  |  10.5 oz	 $1.99 
Chicken Consomme Condensed	Manischewitz  |  10.5 oz	 $1.99 
Condensed Tomato Soup	Rokeach  |  10.8 oz	 $1.99 
Condensed Mushroom & Barley Soup	Rokeach  |  10.8 oz	 $1.99 
Condensed Cabbage Soup	Rokeach  |  10.5 oz	 $1.89 
Olive Oil Cooking Spray	Manischewitz  |  6 oz	 $4.69 
Vegetable Oil Cooking Spray	Taanug  |  6 oz	 $2.89 
Vegetable Oil Cooking Spray	Mishpacha  |  5 oz	$1.99 $3.29 
Olive Oil Cooking Spray	Lieber's  |  5 oz	 $3.19 
Extra Virgin Olive Spray	Kosher Select  |  5 oz	 $3.89 
No-stick Cooking Spray Butter	PAM  |  5 oz	 $3.69 
No-stick Cooking Spray Original	Smart Balance  |  6 oz	 $2.89 
Yellow Corn On Cob	 	 $2.49 
Loose Yellow Corn On Cob	 	 $0.79 
Corn on the Cob 8 ears	Lakewood Farms  |  1 package	 $2.39 
Cooked Corned Beef	Meal Mart  |  5 oz	 $6.79 
Sliced Corned Beef	Aaron's  |  6 oz	 $6.19 
1St Cut Corned Beef Brisket	Jack's  |  4 oz	 $7.49 
Cooked Corned Beef	Meal Mart  |  6 oz	 $6.29 
Corn Cake Thins	Bloom's  |  4 oz	 $1.85 
Cranberry Juice	Apple & Eve  |  1.7 oz	 $3.39 
Cranberry Juice	Nature's Own  |  64 fl oz	 $3.29 
Cranberry Juice	Kedem  |  64 fl oz	 $5.49 
Cranberry Juice	Lieber's  |  64 fl oz	 $5.29 
Cranberry Apple Juice	Apple & Eve  |  64 fl oz	 $4.19 
Cranberry Apple Juice Cocktail	Krasdale  |  64 fl oz	 $2.69 
Cranberry Orange Juice	Frava  |  16 fl oz	 $1.95 
Yellow Corn Taco Shells - 18 Ct	Ortega  |  8.7 oz	 $2.79 
Grande Taco Shells Hard & Soft Tacos - 16 Ct	Ortega  |  13.5 oz	 $2.59 
Soft Taco Kit	Ortega  |  15.2 oz	 $2.89 
Taco Kit	Ortega  |  16 oz	 $3.89 
Yellow Corn Taco Shells - 12 Ct	Ortega  |  5.8 oz	 $2.19 
Taco Kit  -  12 Tacos	Ortega  |  10 oz	$2.19 $2.99 
Fiesta Flats Flat Bottom Taco Shells - 12 Ct	Ortega  |  5 oz	 $2.19 
Taco Kit	Ortega  |  9.2 oz	 $2.99 
Crushed Red Pepper	Gefen  |  2.1 oz	 $1.39 
Crushed Red Pepper	Lieber's  |  2.1 oz	 $1.39 
Crushed Red Pepper	Gefen  |  2 oz	 $1.39 
Crushed Red Pepper	Prima  |  1.7 oz	 $2.29 
Red Pepper Crushed	Spice Time  |  2.7 oz	 $0.99 
B&g Sweet Red Peppers Slices	B&G  |  24 fl oz	 $3.29 
Pepper Red Sliced	Gefen  |  24 oz	 $3.29 
Persian Cucumbers	  0.2 lb	 $2.39 / Lb 
Regular Cucumbers	 	 $0.69 
Mini Cucumbers	  1 lb	 $3.49 
Kirby Cucumbers	  0.3 lb	 $1.19 / Lb 
Kirby Cucumber	  0.3 lb	 $0.89 / Lb 
Cucumber English Seedless	  0.4 lb	 $1.59 
Cucumber Salad	Shefa  |  15 oz	 $3.29 
Cucumber Salad Sugar Free	  12 oz	 $4.99 
Distilled White Vinegar	Unger's  |  128 fl oz	 $2.59 
Distilled White Vinegar	Unger's  |  32 fl oz	 $1.35 
Distilled White Vinegar	Heinz  |  16 fl oz	 $1.29 
Distilled White Vinegar	Lieber's  |  128 fl oz	 $2.99 
Distilled White Vinegar	Glicks  |  32 fl oz	 $1.29 
Distilled White Vinegar	Lieber's  |  32 fl oz	 $1.49 
Distilled White Vinegar	Heinz  |  32 fl oz	 $1.79 
Pop'ems Glazed Donut Holes	Entenmann's  |  15 oz	 $4.69 
Pop'ems Rich Frosted Donut Holes	Entenmann's  |  1 lb	 $4.69 
Classic Rich Frosted Donuts - 8 Ct	Entenmann's  |  16 oz	 $5.49 
Donuts Classic Variety Pack - 8 Ct	Entenmann's  |  15 oz	 $5.49 
Devil's Food Crumb Donuts - 8 Ct	Entenmann's  |  15 oz	 $5.49 
Classic Chocolate Lover's Variety Pack Donuts - 8 Ct	Entenmann's  |  15 oz	 $5.49 
Soft'ees Plain Donuts Family Pack - 12 Ct	Entenmann's  |  17 oz	 $5.89 
Soft'ees Variety Donuts Family Pack - 12 Ct	Entenmann's  |  18.5 oz	 $5.89 
Extra Virgin Olive Oil	Galil  |  33.8 fl oz	 $9.99 
Extra Virgin Olive Oil	Zeta  |  33.8 fl oz	 $14.99 
Extra Virgin Olive Oil	Gefen  |  67.6 fl oz	 $14.99 
Extra Virgin Olive Oil	Zeta  |  25 fl oz	 $11.59 
