Today's date is: 8/1/2016	The time is: 1:47
Great Value Olive Oil Cooking Spray, 7 ounces	   $2.74   39.1¢ / fl oz     
Pam Organic Olive Oil Cooking Spray, 5 oz	   $3.53   70.6¢ / oz     
ORS™ Olive Oil Nourishing Sheen Spray, 15.4 oz	   $4.97   42.5¢ / oz     
Pam Olive Oil Cooking Spray, 7oz	   $3.58   51.1¢ / oz     
Winona Pure Heart Healthy 100% Extra Virgin Olive Oil Spray, 5 fl oz	   $41.79       
Spectrum Extra Virgin Olive Oil Spray, 6FO (Pack of 6)	   $44.20   $1.23 / fl oz     
Great Value Minced Pimiento Stuffed Manzanilla Olives, 21 oz	   $3.84   18.3¢ / oz     
Great Value Minced Pimento Stuffed Queen Olives, 10 oz	   $2.98   29.8¢ / oz     
Lindsay® Naturals™ Medium Califiornia Black Ripe Pitted Olives	   $2.37   39.5¢ / oz     
Black Pearls Large Pitted Ripe Olives, 6 pk	   $9.18   25.5¢ / oz     
Mario Manzanilla Olives stuffed with minced pimiento 44oz	   $8.59   19.5¢ / oz     
Lindsay Spanish Manzanilla Pimiento Stuffed Olives 5.75 Oz Jar	   $2.24   39.0¢ / oz     
Mezzetta Blue Cheese Stuffed Appetizer Olives in Dipping Oil, 10 oz	   $3.98   6.6¢ / oz     
Mezzetta Imported Pitted Calamata Olives, 9.5 oz	   $4.18   44.0¢ / oz     
Mezzetta Italian Castelvetrano Whole Green Olives, 10 oz	   $4.18   41.8¢ / oz     
Lindsay® Naturals™ Medium Califiornia Green Ripe Pitted Olives	   $2.36   39.3¢ / oz     
Musco Family Olive Co. Pearls Sliced California Ripe Olives, 6.5 oz	   $2.60   40.0¢ / oz     
Lindsay® Recloseables™ California Ripe Sliced Olives 5.5 oz. Cup	   $2.08   37.8¢ / oz     
Mezzetta Garlic Stuffed Olives, 10 oz	   $5.16   51.6¢ / oz     
Mezzetta Greek Kalamata Sliced Olives, 9.5 oz	   $4.18   44.0¢ / oz     
Mezzetta Jalapeno Stuffed Olives, 10 oz	   $5.21   52.1¢ / oz     
Mezzetta Mild Garlic Olives, 9.5 oz	   $3.34   35.2¢ / oz     
Lindsay® Pimiento Stuffed Spanish Manzanilla Olives 21 oz. Jar	   $5.75   27.4¢ / oz     
Lindsay Spanish Manzanilla Pimiento Stuffed Olives 10 Oz Jar	   $3.65   36.5¢ / oz     
Lindsay® Recloseables™ California Ripe Pitted Extra Large Olives 5 oz. Cup	   $2.08   41.6¢ / oz     
Great Value Sliced Salad Olives with Minced Pimento, 10 oz	   $2.00   20.0¢ / oz  Out of stock      
Nabisco Oreo Chocolate Sandwich Cookies, 19.1 oz	   $3.57   18.7¢ / oz     
Nabisco Oreo Double Stuf Chocolate Sandwich Cookies, 20 oz	   $3.68   18.4¢ / oz     
Nabisco Oreo Red Velvet Sandwich Cookies, 12.2 oz	   $2.82   23.1¢ / oz     
Nabisco Oreo Halloween Chocolate Sandwich Cookies, 15.35 oz	   $3.13   20.4¢ / oz     
Nabisco Cinnamon Bun Oreo Cinnamon Sandwich Cookies, 12.2 oz	   $2.85   23.4¢ / oz     
Nabisco Oreo Chocolate Sandwich Cookies, 2.4 oz, 12 count	   $4.74       
Nabisco Oreo Chocolate Sandwich Cookies, 14.3 oz	   $3.10   21.7¢ / oz     
Nabisco Oreo Triple Double Chocolate Sandwich Cookies, 13.1 oz	   $2.85   21.8¢ / oz     
Nabisco Oreo Birthday Cake Flavor Creme Chocolate Sandwich Cookies, 15.25 oz	   $2.96   19.4¢ / oz     
Nabisco Oreo Mint Creme Chocolate Sandwich Cookies, 15.25 oz	   $2.83   18.6¢ / oz     
Nabisco Oreo Golden Sandwich Cookies, 14.3 oz	   $2.85   19.9¢ / oz     
Nabisco Oreo Peanut Butter Creme Chocolate Sandwich Cookies, 15.25 oz	   $3.13   20.5¢ / oz     
Nabisco Chewy Chips Ahoy! Oreo Creme Filled Soft Cookies, 9.6 oz	   $2.30   24.2¢ / oz     
Nabisco Oreo Mini Mix Sandwich Cookies Variety Pack, 1 oz, 20 count	   $7.30       
Nabisco Handi-Snacks Oreo Cookie Sticks 'n Creme Dip, 1 oz, 6 count	   $2.68   44.7¢ / oz     
Nabisco Red Velvet Chips Ahoy! Filled Soft Cookies, 9.6 oz	   $2.15    Was $2.5    Save $0.35   
Nabisco Double Stuf Oreo Heads Or Tails Sandwich Cookies, 15.25 oz	   $2.98   19.5¢ / oz     
Nabisco Summer Oreo Chocolate Sandwich Cookies, 1.25 lb	   $3.56       
Nabisco Oreo Chocolate Sandwich Cookies, 0.78 oz, 18 count	   $4.18   29.8¢ / oz     
Nabisco Oreo Golden Birthday Cake Flavor Creme Sandwich Cookies, 15.25 oz	   $2.97   19.5¢ / oz     
Hungry Jack Buttermilk Pancake & Waffle Mix, 32 oz	   $2.00   6.3¢ / oz     
Krusteaz Family Size Buttermilk Complete Pancake Mix, 10 lbs	   $6.68   4.2¢ / oz     
Aunt Jemima Original Complete Pancake & Waffle Mix, 80 oz	   $4.31   5.4¢ / oz     
Aunt Jemima Buttermilk Complete Pancake & Waffle Mix, 32 oz	   $2.58   8.1¢ / oz     
Krusteaz Buttermilk Complete Pancake Mix, 32 oz	   $2.07   6.5¢ / oz     
Great Value Original Pancake & Waffle Mix, 5 lbs	   $3.88   4.9¢ / oz     
Hungry Jack Extra Light & Fluffy Pancake & Waffle Mix, 32 oz	   $2.00   6.3¢ / oz     
Krusteaz Blueberry Complete Pancake Mix, 28 oz	   $2.07   7.4¢ / oz     
Krusteaz Family Size Buttermilk Complete Pancake Mix, 56 oz	   $3.70   6.1¢ / oz     
Aunt Jemima Original Complete Pancake & Waffle Mix, 32 oz	   $2.62   8.2¢ / oz     
Hungry Jack Buttermilk Pancake & Waffle Mix, 32 Oz	   $2.00   6.3¢ / oz     
Hungry Jack Complete Wheat Blends Pancake & Waffle Mix, 28 oz	   $2.00   7.1¢ / oz     
Aunt Jemima The Original Pancake & Waffle Mix, 32 oz	   $2.60   8.1¢ / oz     
Bisquick® Pancake & Baking Mix 20 oz. Box	   $2.39   12.0¢ / oz     
Bisquick® Heart Smart Pancake & Baking Mix 40 oz. Box	   $3.48   8.7¢ / oz     
Bisquick® Pancake & Baking Mix 96 oz. Box	   $7.06   7.4¢ / oz     
Krusteaz Heart Healthy Buttermilk Complete Pancake Mix, 28 oz	   $2.07   7.4¢ / oz     
Bisquick® Original Pancake & Baking Mix 40 oz. Box	   $3.48   8.7¢ / oz     
Hungry Jack Gluten Free Funfetti Buttermilk Pancake and Waffle Mix with Candy Bits, 20 oz	   $3.97   19.9¢ / oz     
Bisquick™ Shake 'n Pour™ Buttermilk Pancake Mix 10.6 oz. Bottle	   $2.48   23.4¢ / oz  Out of stock      
Dole Sliced Peaches in 100% Fruit Juice, 23.5 oz	   $3.07   12.5¢ / oz     
Del Monte California Sliced Peaches, 106 oz	   $7.33   6.9¢ / oz     
Great Value Diced Peaches, 4 oz, 12 count	   $4.98   10.4¢ / oz     
Del Monte: Sliced Yellow Cling In Heavy Syrup Peaches, 29 Oz	   $2.60   9.0¢ / oz     
Dole Fruit Bowls: Diced Peaches in 100% Fruit Juice, 4 pk/4 oz.	   $2.10   13.1¢ / oz     
Dole Yellow Cling Diced Peaches Fruit Cups, 4 oz, 12 ct	   $7.48   15.6¢ / oz     
Del Monte Peach Halves, 29 oz	   $2.60   9.0¢ / oz     
Dole Fruit Bowls: Peaches in Strawberry Gel 4.3 oz Cup, 4 pk	   $2.52   14.7¢ / oz     
Del Monte Diced Peaches Fruit Cup Snacks, 4 oz, 12 ct	   $6.55   13.7¢ / oz     
Dole Peaches & Creme Parfait, 4-4.3oz. Cups	   $2.50   14.5¢ / oz     
Jif Creamy Peanut Butter Twin Pack, 5 lb	   $10.86   13.6¢ / oz     
Jif Creamy Peanut Butter, 40 oz	   $5.48   13.7¢ / oz     
Jif Creamy Peanut Butter, 16 oz	   $1.98   12.4¢ / oz     
Great Value Creamy Peanut Butter, 40 ounces	   $4.37   10.9¢ / oz     
Great Value Creamy Peanut Butter, 64 oz	   $6.33   9.9¢ / oz     
Great Value Creamy Peanut Butter, 28 ounces	   $3.32   11.9¢ / oz     
Jif Natural Creamy Peanut Butter, 40 oz	   $5.48   13.7¢ / oz     
Jif Extra Crunchy Peanut Butter, 40 oz	   $4.95   12.4¢ / oz     
Great Value Crunchy Peanut Butter, 40 ounces	   $4.37   10.9¢ / oz     
Skippy Creamy Peanut Butter, 80 oz	   $10.79   13.5¢ / oz     
Skippy Creamy Peanut Butter, 40 oz	   $4.89   12.2¢ / oz     
Great Value Natural No Stir Creamy Peanut Butter, 26.5 ounces	   $3.32   12.5¢ / oz     
Peter Pan Creamy Peanut Butter, 16.3 oz	   $2.28   14.0¢ / oz     
Smucker's Natural Chunky Peanut Butter, 16 oz	   $2.94   18.4¢ / oz     
Peanut Butter & Co.: Dark Chocolate Dreams Peanut Butter, 16 Oz	   $3.94   24.6¢ / oz     
Skippy Super Chunk Extra Crunchy Peanut Butter, 40 oz	   $4.98   12.5¢ / oz     
Skippy Creamy Natural Peanut Butter Spread, 40 oz	   $5.24   13.1¢ / oz     
Jif Creamy Family Size Peanut Butter, 4 lb	   $8.78   13.7¢ / oz     
Great Value Smooth Peanut Butter, 18 ounces	   $2.18   12.1¢ / oz     
Teddie Smooth Old Fashioned All Natural Peanut Butter, 16 oz	   $3.13   19.6¢ / oz  Out of stock      
Planters Dry Roasted Party Size Peanuts With Sea Salt, 34.5 oz	   $5.28   15.3¢ / oz     
Great Value Dry Roasted & Salted Peanuts, 34.5 oz	   $4.78   13.9¢ / oz     
Great Value Unsalted Roasted Peanuts	   $2.48   15.5¢ / oz     
Great Value Honey Roasted Peanuts 32 oz	   $4.78   13.9¢ / oz     
Planters Salted Peanuts, 1 oz, 10 count	   $3.10   31.0¢ / oz     
Planters Party Size Cocktail Peanuts, 35 oz	   $6.27   17.9¢ / oz     
Planters Honey Roasted Peanuts, 1 oz, 10 count	   $2.98   29.8¢ / oz     
Great Value Party Peanuts	   $4.78   13.7¢ / oz     
Planters Honey Roasted Party Size Peanut, 34.5 oz	   $5.96   17.3¢ / oz     
Planters Lightly Salted Dry Roasted Peanuts, 34.5 oz	   $6.28   18.2¢ / oz     
Planters Lightly Salted Dry Roasted Peanuts, 16 oz	   $94.08       
Great Value Party Peanuts	   $2.48   15.5¢ / oz     
Planters: Spanish Redskin Peanuts, 12.5 Oz	   $3.30   26.4¢ / oz     
Planters Dry Roasted Peanuts, 16 oz	   $2.99   18.7¢ / oz     
Hampton Farms: Salted And Roasted Peanuts, 20 oz	   $2.00   10.0¢ / oz     
Planters Sweet 'N Crunchy Peanuts, 10 oz	   $3.30   33.0¢ / oz     
Great Value Honey Roasted Peanuts, 16 oz	   $2.48   15.5¢ / oz     
Planters: Dry Roasted Honey Roasted Peanuts, 16 Oz	   $3.15   19.7¢ / oz     
Lance Fresh Roasted Peanut Bar, 2.2 oz, 6 count	   $3.58   27.1¢ / oz     
Del Monte: Bartlett In Heavy Syrup Pear Halves, 29 Oz	   $2.60   9.0¢ / oz     
Dole Fruit Bowls: Diced Pears in 100% Juice, 4 oz./4 pk	   $2.10   13.1¢ / oz     
Del Monte No Sugar Added Variety Fruit Cups, 12 ct	   $5.59   11.9¢ / oz     
Del Monte Diced Pears Bartlett Pears in Light Syrup, 4 oz, 4 count	   $2.00   12.5¢ / oz     
Del Monte Mixed Fruit Peaches, Pears & Pineapple in Light Syrup, 4 oz, 4 count	   $2.10   13.1¢ / oz     
Del Monte Apple Pear Watermelon Fusions (4 oz. cups, 16 pk.)	   $6.89       
Barilla Penne Pasta, 1 lb	   $2.00   12.5¢ / oz     
Pepsi Cola 12 oz, 24 pk	   $20.09       
Vlasic® Kosher Dill Spears Pickles 24 fl. oz. Jar	   $2.37   9.9¢ / fl oz     
Great Value: Hamburger Dill Chips Pickles, 32 Fl Oz	   $2.00   6.3¢ / fl oz     
Vlasic Dills Wholes Kosher Pickles 80 Fl Oz Jar	   $4.18   5.2¢ / fl oz     
Great Value™ Whole Dill Pickles 46 fl. oz. Jar	   $2.36   5.1¢ / fl oz     
Mt. Olive Bread And Butter Chips Old Fashioned Sweet Pickles, 24 fl oz	   $2.08   8.7¢ / fl oz     
Mt. Olive Kosher Baby Dills Pickles, 24 fl oz	   $2.39   10.0¢ / fl oz     
Farmer's Garden by Vlasic Bread & Butter Pickle Chips, 26 oz	   $2.97   11.4¢ / oz     
Vlasic Hamburger Dill Chips Pickles 62 Fl Oz Jar	   $3.49   5.6¢ / fl oz     
Vlasic Baby Kosher Dill Wholes Pickles 46 Fl Oz Jar	   $4.18   9.1¢ / fl oz     
Vlasic Dills Spears Kosher Pickles 80 Fl Oz Jar	   $4.49   5.6¢ / fl oz     
Great Value: Kosher Whole Dill Pickles, 46 Fl Oz	   $2.36   5.1¢ / fl oz     
Vlasic Stackers Kosher Dill Pickles 24 Fl Oz Jar	   $2.44   10.2¢ / fl oz     
Vlasic Zesty Bread & Butter Chips Pickles 24 Fl Oz Jar	   $2.43   10.1¢ / fl oz     
Vlasic Ovals Hamburger Dill Chips Pickles 46 Fl Oz Jar	   $3.10   6.7¢ / fl oz     
Vlasic Bread & Butter Sweet & Tangy Pickle Chips 62 Fl Oz Jar	   $3.49   5.6¢ / fl oz     
Nabisco Oreo: Pie Crust , 6 Oz	   $2.10   35.0¢ / oz     
Great Value: Pinto Beans, 64 Oz	   $3.98   6.2¢ / oz     
Great Value: Pinto Beans, 320 Oz	   $19.98   6.2¢ / oz     
Casserole Pinto Beans, 32 oz	   $2.96   9.3¢ / oz     
Great Value Pinto Beans, 8 lb	   $8.98   7.0¢ / oz     
Kuner's Pinto Beans, 15 oz (Pack of 12)	   $16.06   8.9¢ / oz     
Augason Farms Emergency Food Pinto Beans, 41 lb	   $67.94   10.4¢ / oz     
Hurst's Pinto Ham Beans, 20 oz	   $2.40   12.0¢ / oz     
Goya Pinto Beans, 29 oz	   $26.86    List price  $32.19     Save $5.33   
Bush's Best Pinto Beans, 111 oz	   $6.49       
La Preferida Low Sodium Pinto Beans, 15 oz, (Pack of 12)	   $21.60   12.0¢ / oz     
Wonderful® Lightly Salted Pistachios 16 oz. Bag	   $6.78   42.4¢ / oz     
Wonderful® Roasted & Salted Pistachios 24 oz. Bag	   $14.10   58.8¢ / oz     
Wonderful® Roasted & Salted No Shells Pistachios 6 oz. Bag	   $6.97   $1.16 / oz     
Great Value Cajun Spiced Pistachios, 12 oz	   $6.98   58.2¢ / oz     
Wonderful® No Salt Pistachios 8 oz. Bag	   $5.20   65.0¢ / oz     
Great Value Pistachios 12oz	   $7.48   62.3¢ / oz     
Wonderful® Roasted & Salted Pistachios 8 oz. Bag	   $5.20   65.0¢ / oz     
Diamond of California Shelled Pistachios, 6 oz	   $8.21   $1.37 / oz     
Sincerely Nuts Turkish Pistachios Roasted Salted, 2 LB Bag	   $20.98    Was $22.99    Save $2.01   
Planters Deluxe Pistachio Mix, 14.5 oz	   $12.43   85.7¢ / oz     
Paramount Farms Wonderful Pistachios, Salt & Pepper, 1.25oz Pack, 12/Box	   $19.51       
1Lb Turkish Pistachios Roasted and Salted	   $13.99 - $48.99       
1LB Roasted Unsalted Shelled Pistachios	   $20.75 - $79.99       
1LB Roasted Salted Shelled Pistachios	   $20.76 - $79.99       
Wonderful® Sweet Chili Pistachios 7 oz. Bag	   $4.98   71.1¢ / oz     
Planters Pistachio Lovers Mix - 18.5 oz.	   $18.13       
Sincerely Nuts Pistachios Roasted Salted, 2 LB Bag	   $20.98    Was $23.99    Save $3.01   
Sincerely Nuts Turkish Pistachios Roasted Salted, 5 LB Bag	   $44.98    Was $55.0    Save $10.02   
1LB Roasted Unsalted Pistachios	   $16.49 - $52.99       
Planters Heart Healthy NUT-rition Mix, 18.25 oz	   $10.46   57.3¢ / oz     
Nabisco Wheat Thins Toasted Pita Original Crackers, 8 oz	   $3.06   38.3¢ / oz     
Keebler® Town House® Pita Mediterranean Herb Crackers 9.5 oz. Box	   $2.56   27.0¢ / oz     
Stacy's® Cinnamon Sugar Pita Chips 7.33 oz. Bag	   $2.96   40.6¢ / oz     
Stacy's Simply Naked Pita Chips, 7.3 oz	   $2.91   39.9¢ / oz     
Old El Paso® Restaurante Grande Flour Tortillas 6 ct Bag	   $2.73   45.5¢ / each     
Ortega Flour Tortillas, 10 count, 14.3 oz	   $2.08   14.6¢ / oz     
Danskin Now Women's Plus Dri-More Core Racerback Shelf-Bra Tank 2pk Value Bundle	  From  $14.00       
Concepts Women's Plus Faux Suede Shearling Vest	   $14.00    Was $16.88    Save $2.88   
Concepts Women's Plus Plaid Shearling Vest	   $14.00    Was $16.88    Save $2.88   
Danskin Now Women's Plus Dri-More Core Racerback Shelf-Bra Tank and Pant Value Bundle	  From  $18.78       
Faded Glory Women's Plus-Size Macrame Tank	   $8.88    Was $11.77    Save $2.89   
Riders by Lee Women's Plus-Size Short Sleeve Polo	   $11.00    Was $11.97    Save $0.97   
Faded Glory Women's Plus-Size Woven Button-Front Peasant Top	   $7.00    Was $14.87    Save $7.87   
Faded Glory Women's Plus Plaid Collared Tunic Shirt	   $15.50    Was $16.88    Save $1.38   
No Boundaries Women's Plus-Size Braided Belted Woven Tunic Shirt	   $12.00    Was $14.88    Save $2.88   
Faded Glory Women's Plus-Size Essential Woven Tank	   $6.97       
Faded Glory Women's Plus V Neck Macrame Sleeveless Top	   $11.00    Was $11.88    Save $0.88   
Just My Size Women's Plus-Size Slub Crochet Bib Tunic	   $6.71    Was $10.0    Save $3.29   
Faded Glory Women's Plus Cold Shoulder Knit Top	   $12.00    Was $12.84    Save $0.84   
George Women's Plus-Size Wrinkle Resistant Career Button-Front Shirt	   $14.88    Was $16.97    Save $2.09   
Faded Glory Women's Plus Long Sleeve Peasant Jegging Tee	   $11.87       
French Laundry Women's Plus Cross Back with Crochet Trim Hi Lo Gauze Top	   $8.00 - $8.88       
Danskin Now Womens Plus-Size Dri-More Core Workout Tee With Wicking	   $6.96       
Faded Glory Women's Plus-Size Essential Rib Tank, 2 Pack Value Bundle	   $7.50    Was $9.5    Save $2.00   
Faded Glory Women's Plus Rib Tank Top	   $4.94       
Faded Glory Women's Plus-Size Hacci Crew Knit Top Short Sleeve	   $7.96    Out of stock      
Orville Redenbacher's Original Gourmet Popping Corn, 1 ct	   $4.03   9.0¢ / oz     
Jolly Time Select Premium Yellow Pop Corn, 30 oz	   $3.10   10.3¢ / oz     
Great Northern Popcorn 8 oz. Popcorn Portion Packs - Case of 12	   $21.95    List price  $39.95     Save $18.00   
Kernel Season's: White Cheddar Popcorn Seasoning, 2.85 Oz	   $2.08   73.0¢ / oz     
Great Northern Popcorn Bulk GNP Original Yellow Gourmet Popcorn, 12.5 Pounds	   $24.77    List price  $48.95     Save $24.18   
Great Northern Popcorn 5 Pounds Bulk GNP Premium White Gourmet Popping Popcorn	   $17.99    List price  $19.99     Save $2.00   
Kernel Season's Drizzle Brittle Caramel Popcorn Topping, 13.1 oz	   $3.12   23.8¢ / oz     
Kernel Season's: Kettle Corn Popcorn Seasoning, 3 Oz	   $2.08   69.3¢ / oz     
Kernel Seasons Butter Popcorn Seasoning, 2.85 oz	   $2.08   73.0¢ / oz     
Snappy Yellow Popcorn Kernels (4 - 2 Lb. Bags)	   $14.76       
Snappy Yellow Popcorn Kernels (4 Lb. Jar)	   $10.99       
Kernel Season's Movie Theater Butter Oil Blend, 13.75 fl oz	   $2.98   21.7¢ / fl oz     
Kernel Season's Drizzle Brittle Chocolate Popcorn Topping, 13.1 oz	   $3.10   23.7¢ / oz     
Kernel Pops Perfect Yellow Coconut Popcorn Portion Pack 8 oz	   $43.91       
Snappy White Popcorn Kernels (12 - 2 Lb.)	   $30.00       
Nostalgia PCJ30 30-Ounce Gourmet Popcorn Kernels	   $8.27       
Snappy Popcorn Yellow Mushroom Kernels (4 Lb. Jar)	   $11.99       
Snappy White Popcorn Kernels (4 Lb. Jar)	   $10.99       
Snappy Yellow Popcorn Kernels (12- 2 Lb.)	   $30.00       
Snappy White Popcorn Kernels (4 - 2 Lb. Bags)	   $14.76       
Great Value Low Fat Pretzel Tiny Twists, 20 oz	   $2.00   10.0¢ / oz     
Snyder's of Hanover Mini Fat Free Pretzels, 16 oz	   $3.13   19.6¢ / oz     
Great Value Fat Free Pretzel Sticks, 20 oz	   $2.00   10.0¢ / oz     
Utz Sourdough Specials Pretzels, 28 oz	   $6.48   23.1¢ / oz     
Snyders Of Hanover Pretzel Sticks, 16 oz	   $3.13   19.6¢ / oz     
Snack Factory Original Pretzel Crisps, 1 oz, 10 count	   $5.23   52.3¢ / oz     
Snyders Of Hanover Pretzel Snaps, 16 oz	   $3.09   19.3¢ / oz     
Utz Halloween Bat & Pumpkin Shaped Treats Pretzel, 20 oz	   $5.21   26.1¢ / oz     
Snyder's of Hanover Pretzel Rods, 12 oz	   $2.80   23.3¢ / oz     
HK ANDERSON Peanut Butter Filled Pretzel Nuggets, 18 ounces	   $5.23   29.1¢ / oz     
Snyder Of Hanover Olde Tyme Pretzels, 16 oz	   $3.08   19.3¢ / oz     
Snyder's Of Hanover Old Fashioned Rods Pretzels, 27 oz	   $6.00   22.2¢ / oz     
Snyder's of Hanover Hard Sourdough Pretzels, 16 oz	   $3.08       
Snyder's Mini Pretzels - 48ct	   $15.39       
Snyder's of Hanover Butter Snaps Pretzels, 12 oz	   $2.80   23.3¢ / oz     
Snyders Of Hanover Fat Free Hard Sourdough Pretzels, 13.5 oz	   $3.08   22.8¢ / oz     
Great Value Pretzel Salty Sticks, 16 oz	   $2.00   12.5¢ / oz  Out of stock      
Snyder's Of Hanover Cheddar Cheese Pretzel Pieces, 12 oz	   $2.80   23.3¢ / oz  Out of stock      
Rold Gold Honey Mustard Flavored Tiny Twists Pretzels, 10 oz.	   $2.49   24.9¢ / oz  Out of stock      
Snyder's Of Hanover Honey Mustard & Onion Pretzel Pieces, 12 oz	   $2.81   23.4¢ / oz  Out of stock      
Pringles Potato Crisps Chips Variety Pack, 27 count, 19.19 oz	   $8.38   43.7¢ / oz     
Pringles Captain America Sour Cream & Onion/Buffalo Ranch Potato Crisps, 2 count, 13.12 oz	   $3.26   24.9¢ / oz     
Pringles Original Potato Crisps, 2.36 oz, (Pack of 12)	   $8.21   29.0¢ / oz     
Pringles Original Potato Crisps Chips, 0.67 oz, 12 count	   $3.93   48.9¢ / oz     
Pringles Potato Crisps Chips Variety Pack, 0.67 oz, 27 count	   $8.38   43.8¢ / oz     
Pringles Snack Stacks! Variety Pack Potat Crisp Chips, 18 ct, 12.69 oz	   $6.76   53.3¢ / oz     
Pringles BBQ/Pizza/Cheddar & Sour Cream Variety Pack, 0.74 oz, 18 ct	   $6.80   51.1¢ / oz     
Pringles Snack Stacks! Sour Cream & Onion Potato Crisps, 0.74 oz 12 ct	   $4.70   52.9¢ / oz     
Pringles Original Potato Crisps Chips, 5.96 oz, (Pack of 14)	   $24.61   29.5¢ / oz     
Pringles Pizza Baked Crispy Stix, 0.68 oz, 8 count	   $2.73   55.9¢ / oz     
Pringles Variety Pack Baked Crispy Stix, 0.61 oz, 32 count	   $8.38   42.9¢ / oz     
Pringles Sour Cream & Onion/Cheddar Cheese Variety Pack, 2.5 oz, 9 ct	   $8.38   37.2¢ / oz     
Pringles Original/Cheddar Cheese/Sour Cream & Onion Lightly Salted Potato Crisps Variety Pack, 18 count, 12.9 oz	   $6.80   52.7¢ / oz     
Pringles Cheddar Cheese Potato Crisps, 2.5 oz, (Pack of 12)	   $11.65   38.8¢ / oz     
Pringles Snack Stacks! Variety Pack Potato Crisps Chips, 18 ct 13.3 oz	   $6.80   51.1¢ / oz     
Pringles Honey Butter Baked Crispy Stix, 0.68 oz, 8 count	   $2.82   57.8¢ / oz     
Pringles BBQ Potato Crisps Chips, 2.5 ounce, (Pack of 12)	   $9.15   30.5¢ / oz     
Pringles Salt & Vinegar Potato Crisps Chips, 2.5 oz, (Pack of 12)	   $17.33   57.8¢ / oz     
Pringles Sour Cream & Onion Potato Crisps Chips, 2.5 oz, (Pack of 12)	   $12.98   43.3¢ / oz     
Pringles Captain America /Loaded Baked Potato Crisps, 2 ct, 12.86 oz	   $2.36   18.4¢ / oz  Out of stock      
Snack Pack Vanilla/Chocolate Pudding Cups, 3.25 oz, 12 count	   $2.90   7.4¢ / oz     
Snack Pack Butterscotch/Chocolate Pudding Cups, 3.25 oz, 12 count	   $2.90   7.4¢ / oz     
Super Snack Pack Creamy Chocolate Vanilla Pudding, 5.5 oz, 6 count	   $2.58   7.8¢ / oz     
Super Snack Pack Creamy Chocolate Pudding, 5.5 oz, 6 count	   $2.58   7.8¢ / oz     
Royal Instant Vanilla Reduced Calorie Pudding & Pie Filling, 1.7 oz, (Pack of 12)	   $4.94   24.2¢ / oz     
Snack Pack Sugar Free Vanilla & Chocolate Pudding, 3.25 oz, 12 count	   $2.90   7.4¢ / oz     
Snack Pack Natural Vanilla Pudding, 3.75 oz	   $2.50   11.1¢ / oz     
Super Snack Pack Creamy Vanilla Pudding, 5.5 oz, 6 count	   $2.59   7.9¢ / oz     
Jell-O Pudding Pops Chocolate & Vanilla Mold Kit, 9 pc	   $5.20   35.6¢ / oz     
Royal Chocolate Reduced Calorie Pudding & Pie Filling, 1.7 oz, (Pack of 12)	   $7.47   $4.39 / oz     
Daily Chef Vanilla Pudding - 112 oz.	   $8.66       
Hunt's Snack Pack Pudding Variety - 36/3.5 oz.	   $10.22       
Village Harvest Premium Whole Grain Quinoa, 16 oz	   $3.91   24.4¢ / oz     
Village Harvest Red Quinoa, 16 oz	   $3.91   24.4¢ / oz     
BetterBody Foods Organic Quinoa, 24 oz	   $8.27   34.5¢ / oz     
Seeds of Change Quinoa & Whole Grain Brown Rice with Garlic, 8.5 oz	   $2.58   30.4¢ / oz     
Near East® Quinoa Blend Rosemary & Olive Oil 4.9 oz. Box	   $2.23   45.5¢ / oz     
Roland White Quinoa, 12 oz	   $3.81   31.8¢ / oz     
Roland Roasted Garlic Quinoa, 5.46 oz	   $2.57   47.1¢ / oz     
Organic Great Value Quinoa & Brown Rice Blend, 16 oz	   $2.35    Was $2.96    Save $0.61   
Tru Roots 100% Whole Grain Quinoa (2lb Bag)	   $13.99       
Ancient Harvest Traditional Organic Quinoa, 12oz, 100% Royal Bolivian	   $5.21   43.4¢ / oz     
Roland Garden Vegetable Quinoa, 5.46 oz	   $2.62   48.0¢ / oz     
Bob's Red Mill Organic Whole Grain Quinoa, 16 oz	   $7.27   45.4¢ / oz     
Roland Black Bean Quinoa, 5.46 oz	   $2.62   48.0¢ / oz     
Ancient Harvest Organic Quinoa Flakes, 12 oz, (Pack of, 12)	   $178.59   $1.24 / oz     
Roland Mediterranean Quinoa, 5.46 oz	   $2.61   47.8¢ / oz     
Village Harvest Premium Whole Grain Quinoa, 16 oz (Pack of 6)	   $31.08   32.4¢ / oz     
Quinoa B07174 Quinoa Wheat Free Garden Pagodas - 12x8 Oz	   $43.84    List price  $48.29     Save $4.45   
Minute® Brown Red Wild Quinoa Multi-Grain Medley Rice 4-3.0 oz. Bags	   $2.08   17.3¢ / oz     
Wild Oats Marketplace Organic Traditional Quinoa, 16 oz	   $3.82   23.9¢ / oz  Out of stock      
Wild Oats Red Quinoa, 16 oz	   $3.92   24.5¢ / oz  Out of stock      
Kellogg's Raisin Bran Cold Cereal, 30.3 ounce box	   $4.59   15.2¢ / oz     
Kellogg's Raisin Bran Cold Cereal, 23.5 ounce box	   $3.46   14.7¢ / oz     
Great Value Raisin Bran Cereal, 23.5 oz	   $2.93       
Kellogg's Raisin Bran Crunch Cereal, 24.8 ounce box	   $3.50   14.1¢ / oz     
Post® Raisin Bran Whole Grain Wheat & Bran Cereal 25 oz. Box	   $3.28   13.1¢ / oz     
